1548|688|11|-4|8|9|7
4069|1125|12|-25|9|1|8
4789|978|13|-17|0|1|10
1678|1270|5|-25|5|2|2
1914|1065|19|10|1|7|6
3260|707|15|20|2|1|9
175|112|1|-8|9|1|5
2406|1482|7|29|7|3|7
4140|830|20|5|3|0|1
1835|55|11|4|1|4|6
2516|716|7|-24|9|3|7
4597|1216|19|1|3|7|0
4772|829|19|31|4|3|9
3982|318|16|-27|7|1|0
4720|430|2|1|10|8|3
4708|279|15|-6|0|7|6
613|1019|13|-12|8|4|9
3691|298|1|37|1|9|4
4225|456|4|-21|10|4|5
4830|1470|7|-15|2|8|5
676|424|12|19|4|10|10
3872|953|7|-5|2|9|10
938|591|1|12|10|7|10
3238|1440|9|-15|7|8|3
1088|683|10|24|8|10|5
1046|958|20|28|3|0|1
2342|1164|12|-14|9|9|7
2880|560|16|33|8|7|5
4335|1452|4|-29|0|2|6
107|1345|1|-4|2|5|7
4006|523|8|-30|7|6|2
1237|1252|15|-3|0|2|2
1075|1102|8|-7|6|3|3
678|1279|12|-16|4|5|8
1|736|4|-25|0|0|6
4941|335|9|-7|1|6|7
1002|558|4|-24|1|7|6
3564|1285|6|-28|3|7|5
4933|612|1|32|4|10|1
23|597|20|32|4|7|4
790|1369|12|35|0|10|2
4054|1439|20|-26|10|6|7
1237|399|8|-20|10|2|1
3611|1087|14|-3|9|7|10
1078|822|12|-21|5|9|2
2313|35|17|23|6|4|8
4878|415|8|-27|5|1|5
2113|472|14|-18|10|3|7
4480|281|14|-11|3|8|6
4684|132|14|38|5|1|4
388|836|9|12|7|5|0
1613|128|17|-18|4|4|1
445|138|14|-16|8|1|5
1581|334|5|-9|7|6|6
1364|527|20|-13|4|6|0
4484|924|15|-22|5|1|3
2093|1291|20|-5|7|3|9
4837|622|4|34|10|0|9
3454|1240|11|34|1|6|8
656|1047|16|-18|9|2|0
2796|46|1|-18|4|0|2
4612|475|16|28|6|6|4
3991|829|7|-28|0|7|3
3394|247|12|-29|4|7|1
639|334|15|-2|7|0|5
3462|519|15|25|9|8|9
322|596|16|11|8|4|4
4172|431|11|29|9|0|8
2409|513|11|1|5|1|5
4075|1360|12|-10|9|0|7
4483|453|17|-9|1|7|8
1981|70|15|13|0|0|5
1728|995|7|15|4|5|3
1629|53|14|4|10|6|2
2427|1028|6|37|9|10|1
2056|52|12|10|5|8|4
2949|1472|6|17|0|6|2
2815|570|9|36|4|2|3
1393|357|6|36|4|5|3
2156|742|15|-28|4|4|7
813|674|6|1|3|8|10
1322|987|9|-4|6|5|10
1375|861|12|-28|9|0|4
2971|732|15|12|4|8|9
