3115|3264|3115|online|1999
292|1483|292|offline|1999
1467|4237|1467|online|2020
2702|1822|1822|offline|1991
201|3254|201|offline|1978
1017|2471|2471|offline|2013
3564|1546|3564|online|1973
1868|225|225|online|1995
1493|4572|4572|online|2021
674|1281|674|online|1991
1854|5000|1854|offline|1995
4438|4516|4516|online|2016
1810|4872|1810|online|1998
588|2581|588|offline|1989
2962|4352|4352|offline|1992
1669|3575|3575|online|1975
742|2060|742|online|1989
4285|2380|4285|online|2005
2204|2824|2824|online|2010
292|2292|292|online|2014
2253|2912|2253|offline|1978
2094|2311|2311|online|2009
403|2320|2320|online|2014
3664|2035|2035|offline|1999
345|533|533|offline|1985
1909|3147|1909|online|2011
4953|363|4953|offline|1978
3045|3660|3045|online|1993
1823|291|1823|online|1992
2708|2495|2495|online|1982
1983|2075|1983|offline|2017
1131|4254|4254|offline|1977
3997|4109|4109|offline|1988
4471|2948|4471|offline|1984
2385|4152|4152|offline|1980
2296|3536|3536|offline|1970
77|1748|77|offline|1982
4669|2969|2969|offline|2009
3263|3912|3912|online|1999
1277|498|498|offline|1973
4950|454|4950|online|1983
3742|3452|3742|offline|1988
4212|1618|4212|offline|1993
4938|1669|4938|online|1976
1364|1741|1741|offline|1988
3810|1641|1641|online|2004
1423|2766|1423|offline|2004
4159|248|4159|offline|1991
4246|4030|4030|offline|1979
2847|4460|2847|offline|1970
329|4080|4080|offline|2019
2022|44|2022|online|2019
1727|4361|4361|offline|1984
2078|3476|3476|online|1980
772|1914|1914|offline|1999
3462|3651|3651|offline|1981
4998|3483|4998|offline|1995
2250|4090|2250|offline|1978
2110|4705|2110|offline|2008
3959|520|3959|offline|2010
773|849|849|online|2014
2364|2606|2606|online|2017
412|3087|3087|offline|2008
2134|4119|2134|online|1991
1869|2808|1869|online|1983
1059|4972|1059|online|1993
2443|2582|2443|online|1990
4038|1294|1294|online|2020
3451|1246|1246|offline|1970
1791|2073|2073|offline|1995
4616|2847|2847|online|1997
1706|4901|1706|online|1989
3272|4334|3272|offline|1985
4253|3945|4253|online|2002
3656|3428|3656|online|1997
294|4950|4950|online|2020
4674|1571|4674|online|2005
1351|3447|1351|offline|2012
1797|2047|1797|offline|2007
4139|563|4139|offline|2006
199|2819|199|online|2000
1431|1235|1235|online|1970
3263|486|3263|online|2009
4460|2239|4460|online|2015
3061|3662|3662|online|2006
760|2486|760|offline|2001
4629|1035|1035|online|1981
3055|386|3055|online|2015
2435|2690|2435|online|2009
1333|519|1333|offline|2013
2613|4063|4063|offline|1982
2958|3063|3063|offline|1983
4775|1483|1483|offline|1979
2899|4735|4735|online|1987
1441|1431|1431|offline|2016
46|2319|46|online|1989
3552|1918|3552|offline|2009
2908|4872|4872|offline|1982
2763|4600|2763|offline|2004
1061|4800|1061|online|1994
4394|23|23|offline|2010
2512|4424|2512|offline|2002
133|2824|133|online|2004
3904|3734|3734|online|2010
3479|3784|3784|online|1977
4765|2291|2291|online|1973
4730|3973|4730|online|1975
4617|3352|3352|online|1991
2651|3604|3604|offline|1993
1841|2165|2165|offline|1987
3606|2940|2940|online|1992
1246|1292|1246|online|1989
1289|4485|4485|online|2014
4614|1734|1734|online|1978
2726|1217|2726|online|2002
2062|1626|1626|offline|1982
1258|4277|4277|online|2018
4192|4723|4192|offline|2005
2836|4419|4419|offline|2012
3153|3916|3153|offline|1995
4193|2151|4193|offline|2005
3068|3794|3068|online|1998
4375|4517|4517|offline|1982
3324|1506|3324|offline|1998
2753|4671|4671|online|2003
4041|3473|3473|online|1970
2872|1649|1649|offline|2019
4850|386|386|online|2012
1306|2859|1306|online|1980
158|3764|158|online|1983
1650|4230|4230|online|2008
899|4620|899|offline|1978
3297|253|3297|online|1976
4532|1706|4532|offline|2018
2758|2640|2640|offline|1974
3064|4525|4525|online|1998
3158|2780|3158|online|2000
1442|878|878|online|1994
1543|1767|1543|offline|2011
1355|1081|1081|offline|2016
1179|113|1179|online|1997
3199|3592|3592|online|1981
241|282|282|offline|2003
4909|2482|2482|offline|1998
4934|1716|1716|online|2007
4400|1010|4400|online|2012
2184|730|730|offline|1996
261|4547|4547|online|1994
4621|1856|4621|online|2008
54|4379|54|online|1979
669|3437|669|online|2013
2999|86|2999|offline|2003
3685|4546|4546|online|2001
3253|350|3253|online|2011
563|6|6|offline|2006
2069|4998|2069|online|1970
351|4130|351|online|1976
3335|2589|2589|online|2010
4220|599|599|online|2012
2003|2341|2341|offline|2018
608|2343|608|online|1976
1048|2262|1048|online|1986
1053|1208|1053|online|2005
1504|4317|1504|offline|1982
3638|145|3638|online|2001
2249|1112|1112|online|1991
3197|1465|3197|offline|1998
317|4389|317|offline|1993
2474|4778|2474|offline|2006
167|4043|4043|offline|1973
603|3494|603|offline|1998
2489|3554|2489|online|1992
4091|598|4091|online|1996
3979|82|3979|offline|1999
3734|896|3734|offline|1991
1445|968|1445|online|2020
3222|4235|3222|online|1985
865|509|509|offline|1982
3434|3185|3434|online|1975
938|2494|938|online|1986
958|3791|3791|online|2003
211|1974|1974|offline|1996
879|2958|2958|online|1996
3398|699|3398|offline|2016
915|301|301|offline|1990
4605|1883|4605|online|2021
3581|1161|3581|online|2008
186|2211|186|offline|1970
3673|3054|3054|offline|1997
1118|2965|1118|online|1973
3428|2178|2178|offline|1996
2242|1445|1445|online|2004
4669|828|828|online|1980
455|564|564|online|1989
2834|853|2834|online|1991
3286|4019|3286|offline|2002
4671|4628|4671|online|1971
2871|2320|2320|online|2008
3877|1884|3877|offline|2008
2579|2623|2579|offline|2012
1618|4089|4089|online|1992
4062|891|4062|online|2018
3241|3296|3296|online|1975
28|329|28|online|1980
1870|4722|4722|online|1984
1415|275|275|online|1973
4034|1447|4034|online|2009
3646|2335|3646|offline|2009
3035|779|3035|online|1978
3117|1871|1871|online|1977
3112|602|602|online|1975
3373|2134|2134|offline|1990
560|4670|560|online|2008
590|4683|4683|online|1975
1542|2560|2560|online|1996
1144|2805|2805|offline|2005
2971|3544|2971|offline|2003
4665|754|4665|online|1973
1492|3220|3220|online|2003
229|2335|2335|offline|1990
92|1630|92|offline|1996
4897|1234|4897|offline|1998
464|1652|464|online|1985
737|520|737|online|1978
4142|2596|2596|online|1980
3327|3485|3327|online|2000
490|964|964|online|2007
3472|4203|3472|offline|1994
3964|1089|3964|offline|1974
3777|4268|3777|online|1996
1280|337|337|online|2017
3723|2426|2426|online|2012
4846|3156|3156|offline|2001
3720|1270|1270|offline|1970
2665|4225|4225|online|2017
4373|3384|4373|online|2005
2249|2374|2249|offline|2016
4978|1236|4978|online|1994
2103|2375|2103|online|1998
2070|2431|2431|offline|2017
1575|1132|1132|online|2002
3227|4857|3227|offline|2009
2305|2958|2958|online|1984
1968|1854|1854|online|2018
4199|2301|2301|offline|2008
2331|333|333|online|2001
2627|2681|2681|online|2006
4546|2372|2372|offline|1994
4996|3256|3256|offline|2006
1710|3792|1710|offline|1980
626|3969|3969|online|2014
937|3600|3600|offline|1974
4009|504|4009|offline|1977
483|1481|483|online|2007
540|1070|1070|online|2012
4056|4522|4056|offline|1985
522|4709|522|offline|1995
1897|1989|1989|online|1983
4973|1817|4973|online|1983
1306|838|1306|online|1976
4139|4317|4317|online|2006
4332|542|542|offline|2012
3940|4378|3940|offline|1997
3180|2892|2892|offline|1994
4951|4741|4741|online|1982
1600|561|1600|offline|1987
2880|2614|2614|online|2009
4381|3835|3835|offline|1970
4684|3010|4684|offline|2014
726|818|726|offline|1979
103|4243|103|offline|1986
36|1297|36|online|1991
517|2921|517|online|1971
2978|2483|2978|online|1973
1724|2707|1724|online|1993
3776|2783|2783|offline|2014
2832|2850|2850|offline|2000
2941|2972|2941|offline|1997
1269|3609|1269|online|2007
127|3287|127|offline|2000
873|2732|873|offline|1994
261|4503|261|online|2019
2749|7|2749|online|1979
878|1066|878|online|2007
1658|1919|1919|online|1993
2958|4527|2958|offline|1973
3209|4186|4186|online|1984
4317|961|4317|online|1988
2677|135|135|offline|1980
4120|4934|4934|offline|1988
4693|2947|4693|online|1977
3088|3172|3172|online|2006
2751|3807|2751|offline|2020
702|4632|702|online|2005
1330|586|586|online|1994
3891|3275|3891|offline|2016
382|267|267|offline|1978
1695|644|644|offline|1982
1818|2321|2321|offline|2010
4045|3998|4045|offline|2003
3217|159|159|offline|1982
4899|2324|4899|online|2014
3071|494|3071|online|1984
3609|4796|3609|offline|1980
499|1219|499|online|2017
4061|2344|4061|online|2016
1238|537|537|online|1982
2295|4754|4754|offline|1991
3877|2981|2981|online|2002
408|3571|408|online|1978
1041|3262|3262|online|2003
2487|3025|3025|online|2000
4661|4415|4661|offline|1998
4175|1955|1955|offline|2011
570|2002|570|online|2014
1659|898|898|offline|1999
2431|1029|2431|offline|2015
2666|4749|4749|online|1983
3491|3681|3491|online|2004
1303|58|58|online|2004
2907|2003|2003|offline|1977
2133|4050|4050|offline|2005
3665|152|152|online|1977
2237|394|2237|online|1988
3868|1667|1667|offline|2004
4736|4732|4736|online|1991
1472|20|20|offline|1991
3668|3343|3668|offline|1997
339|1185|339|online|2018
4449|1587|4449|online|2006
4179|4706|4706|offline|2003
2653|624|2653|offline|1989
4143|636|4143|online|2019
1442|4325|1442|offline|1994
3475|1538|1538|online|1984
2184|2570|2570|offline|1976
2792|4962|2792|online|1973
3688|1072|3688|online|1978
1499|3095|3095|online|2001
4785|1189|4785|offline|1973
4767|3846|4767|online|2012
3797|2046|2046|online|2020
3330|1270|3330|online|1985
4151|848|4151|offline|2004
19|2491|2491|online|2020
2982|2325|2325|online|1984
3928|3669|3928|online|1975
3847|2220|2220|online|1998
909|136|136|online|1999
3067|4619|4619|online|1972
3904|3139|3139|online|1991
1539|3551|1539|online|1982
2064|1485|1485|online|2002
3428|2337|3428|offline|1986
2232|3346|3346|offline|2001
1662|87|87|offline|2016
3932|375|3932|offline|1976
4733|3388|3388|online|1992
4435|944|944|online|1980
2448|2650|2448|online|1973
253|208|208|offline|1976
487|3832|487|offline|1972
4971|4115|4971|online|2009
4303|4759|4303|online|1995
3883|2230|2230|offline|2004
309|570|570|offline|2003
598|3694|598|offline|1979
4364|704|4364|online|1974
3746|4714|3746|online|2020
85|345|345|online|1981
4884|4415|4884|online|1983
4013|421|4013|online|2003
3300|3210|3300|online|2016
2771|158|158|offline|2003
3263|3044|3044|online|2005
1880|470|470|online|1978
2273|652|2273|offline|2020
391|681|391|online|1974
1705|1597|1705|offline|1982
1716|147|1716|offline|1975
2448|3527|2448|online|2003
1979|4181|1979|offline|1991
3251|3003|3251|offline|2001
4118|2453|2453|online|2000
1470|950|1470|offline|1990
701|3399|3399|offline|1985
1479|1711|1711|online|1996
3803|2833|2833|offline|1970
591|4956|4956|online|2016
274|319|274|offline|2016
4211|3995|4211|offline|1977
2133|1522|1522|online|1998
2518|2243|2243|offline|2020
1531|1785|1531|offline|2005
4758|1581|1581|offline|1989
1395|260|260|online|1994
1525|1854|1525|offline|1991
3050|633|3050|offline|2005
1224|3052|1224|offline|2016
4167|3739|4167|offline|1981
4114|2625|2625|offline|2019
3207|4904|3207|online|2021
3015|2865|3015|online|2012
1308|3129|1308|online|1991
1827|4944|4944|offline|2000
763|1203|763|online|2001
2377|3454|3454|offline|1979
2916|898|898|online|2003
1190|2792|1190|online|1983
1732|4675|4675|online|2008
4487|1803|4487|offline|2018
4221|833|4221|online|2015
288|2490|288|offline|2019
3093|2583|2583|online|1977
4560|2426|4560|offline|1970
620|1414|620|offline|1970
1444|4374|1444|online|1979
1017|1363|1363|online|2008
4601|1794|1794|online|1993
2890|290|2890|offline|2007
4296|1616|4296|online|1977
1783|91|1783|online|1984
4711|3925|4711|offline|1980
4289|3569|3569|online|1983
3805|3861|3861|online|1974
1861|884|1861|offline|1975
4482|2801|4482|online|2020
4787|2640|4787|online|2013
4723|1057|4723|offline|2005
4939|2986|2986|offline|2001
3547|2666|2666|offline|2000
1234|3389|1234|offline|1994
1580|3127|3127|online|1974
4618|4509|4618|online|2017
4872|1609|1609|offline|1990
3261|4981|3261|online|2020
957|2172|2172|online|2001
2784|734|734|offline|1997
1055|1897|1897|online|2010
4396|2091|4396|offline|1974
4568|4741|4568|online|1997
3541|1356|3541|online|1991
3140|742|742|offline|1997
4221|2490|4221|offline|1991
1494|2544|1494|online|1996
515|3013|3013|online|1973
4732|791|791|online|1973
4267|4556|4267|online|2005
1778|2881|1778|offline|2017
513|3692|3692|online|1996
2392|1960|2392|offline|2005
2970|2176|2176|offline|2009
1290|3996|1290|online|1992
282|3813|3813|online|2003
2062|539|2062|offline|1986
766|4798|4798|offline|1979
4998|3917|3917|online|1997
4512|821|4512|offline|1979
1383|4541|4541|online|2008
1044|112|1044|online|2012
4146|4745|4146|online|1976
938|1408|1408|online|2013
2283|690|690|offline|1998
1534|128|128|offline|1983
476|3072|3072|offline|2002
4915|1402|4915|offline|2006
1390|4966|4966|online|2015
53|4053|53|offline|1977
4121|216|216|online|1998
4439|4620|4620|offline|1971
1148|731|1148|offline|2007
2711|3001|3001|online|1995
2050|4000|4000|online|2005
4261|611|611|online|1980
1848|1477|1848|offline|1994
2403|4221|2403|online|2008
2076|228|228|offline|1972
3732|2991|2991|offline|2004
588|982|588|online|1975
3032|2785|2785|online|1982
3001|3175|3175|online|1991
1306|1566|1566|offline|1974
1768|4008|4008|online|1991
3032|2146|2146|offline|1980
249|4601|249|online|1975
3761|2602|3761|online|2004
3343|386|3343|offline|1972
2793|3732|2793|offline|2011
1778|2743|1778|offline|1970
4541|296|4541|offline|2018
823|1518|823|online|1991
1561|4987|1561|offline|2000
2138|4073|2138|offline|1989
4818|391|4818|online|1972
4738|2975|4738|offline|2010
3020|1958|1958|offline|2004
1043|3467|3467|online|1996
2887|843|2887|online|2000
4365|1957|1957|offline|1972
3526|4500|4500|online|1988
3800|3244|3244|online|2017
2155|583|2155|offline|2014
1979|462|1979|offline|1989
1737|3472|1737|offline|2008
465|2720|465|offline|2012
2957|1405|1405|online|1991
297|4758|297|offline|1996
149|3514|149|online|1981
1280|2350|1280|offline|1986
1550|3042|3042|offline|1980
286|2381|2381|offline|2001
3102|625|625|online|1973
3129|1775|3129|online|1984
4741|1345|4741|online|1977
762|248|248|online|1987
3110|1497|3110|offline|2012
517|2385|2385|online|1992
1079|4829|1079|online|1973
3968|4122|4122|offline|1981
3597|4527|3597|offline|1988
2770|1041|2770|online|2014
1252|3564|3564|online|1999
3880|3148|3880|online|2004
2057|2313|2057|offline|1984
1036|1125|1125|online|2000
815|3759|815|offline|1989
3070|2983|2983|offline|2008
1016|1534|1534|offline|1997
4235|778|4235|online|2019
177|1090|177|online|2000
4750|4445|4750|offline|1980
2042|1758|1758|online|1981
746|4879|4879|offline|1988
4079|764|764|online|1983
4306|666|4306|online|2012
1559|641|641|offline|2020
4741|1285|4741|offline|1988
1776|1774|1776|offline|1975
1684|1189|1189|offline|2015
2605|4169|4169|online|2005
2359|628|2359|online|1975
747|2330|747|offline|1978
1432|2737|1432|offline|1999
4559|4048|4048|online|1970
1411|3218|3218|online|1992
4361|287|287|offline|2000
1327|2030|1327|offline|1999
3766|3440|3766|offline|2011
3788|4882|3788|online|1983
1616|1890|1890|online|1994
663|502|502|online|2015
216|70|70|online|2001
2848|4128|4128|offline|1986
804|863|804|online|1978
4606|4286|4286|online|1993
3850|1274|3850|offline|1978
3073|4777|3073|online|1988
3708|1461|1461|offline|1972
1906|674|1906|offline|1994
983|2674|2674|offline|2004
4133|429|429|offline|1993
1784|4418|1784|offline|1997
2920|4422|2920|online|2012
1401|2701|2701|offline|2008
1630|3275|1630|offline|1994
4107|3766|4107|offline|2013
1218|4680|1218|offline|2012
3757|4589|3757|offline|2011
1744|4882|1744|offline|1983
775|2977|2977|offline|2018
1155|1576|1155|online|2020
1155|2644|2644|offline|2009
132|660|132|offline|1973
3651|424|3651|offline|1994
3798|4693|4693|offline|1991
1845|1258|1845|online|1989
1482|4113|4113|online|2005
1865|1605|1605|offline|1974
2577|3824|2577|online|2007
805|4146|805|offline|1973
152|1319|152|online|2012
4840|999|999|online|1992
389|1980|1980|offline|1987
4147|1156|4147|online|1986
3276|1987|3276|offline|1998
1975|4833|1975|offline|2006
1862|524|524|online|1976
4394|440|440|online|2002
4555|1287|1287|offline|1973
1629|1549|1549|online|2007
2741|799|799|offline|2018
1203|1914|1914|offline|1982
5000|1510|1510|online|1976
2204|3966|3966|offline|1984
152|2685|152|offline|1971
3297|3832|3832|offline|1991
4668|2571|4668|offline|1975
640|1779|640|offline|1973
2519|4054|2519|online|2012
559|1981|1981|online|1990
2753|2514|2753|online|2018
4803|3121|4803|offline|2003
2249|3549|3549|online|1985
1671|2078|1671|offline|2021
3196|88|88|offline|2000
3562|4313|4313|offline|1974
2638|3346|3346|online|1988
4027|3817|3817|offline|2015
4083|4462|4462|offline|1980
3858|3291|3291|offline|1995
4985|1015|4985|online|1982
3797|4836|4836|offline|1980
2108|3958|2108|online|2012
4233|3001|4233|offline|2019
4826|2615|2615|online|1992
2764|790|2764|offline|1976
4781|1105|4781|offline|1985
2403|4093|2403|offline|1973
3021|2050|2050|online|1991
1033|3998|1033|online|1993
4368|778|778|online|2005
398|2053|2053|offline|2007
3802|826|3802|online|2010
1051|3814|1051|offline|1988
1606|1205|1205|offline|1981
2180|2173|2180|offline|2000
3649|1022|3649|offline|2017
4319|328|328|online|1995
664|3116|664|offline|1994
3998|2168|2168|offline|2011
1170|1850|1170|offline|1996
3863|1512|1512|online|2011
4528|4977|4528|offline|1971
2644|788|788|online|1990
1754|3388|1754|online|2013
1578|3588|1578|offline|1992
1528|2415|1528|online|1994
65|1086|1086|offline|1981
207|1031|207|online|1980
2909|1506|2909|online|2020
793|3131|3131|offline|2016
2634|1140|2634|online|1994
3367|190|190|online|1971
1309|3751|3751|offline|2008
1186|195|195|online|1995
1302|4604|4604|online|2006
2721|2588|2588|online|1985
36|571|571|offline|1986
3909|3742|3742|offline|2015
4358|2855|2855|online|2021
3213|3582|3582|offline|2012
942|526|526|online|1999
3865|3829|3865|offline|2007
4862|2646|4862|offline|2015
3958|4830|3958|offline|2002
1523|3016|1523|offline|2012
4304|3534|3534|offline|2001
4968|2930|4968|online|1970
4186|3440|3440|online|2020
3255|4470|4470|offline|1974
2055|3439|3439|online|2001
2915|3044|3044|offline|1987
568|4185|568|offline|1977
1105|3974|3974|online|1992
4430|754|4430|online|1977
2311|1009|2311|offline|1989
3861|3495|3861|offline|1985
1481|3433|3433|offline|2004
4800|829|4800|offline|1985
3769|3484|3769|offline|2003
915|3244|915|online|1990
3220|316|3220|online|1997
1342|80|1342|online|1992
2814|2116|2814|online|1987
4503|1561|1561|online|1979
3537|2839|2839|offline|1985
136|2282|136|offline|1996
3749|4675|3749|offline|2000
1137|4611|1137|offline|1975
1771|715|1771|online|1974
2092|1538|2092|online|1974
