3562|2170|3562|online|1980
1370|1802|1802|offline|1973
456|4959|456|online|1991
3179|2470|2470|offline|2011
454|4040|4040|offline|1978
3457|3533|3533|offline|2010
1882|3953|3953|offline|1998
502|1816|502|online|1979
2228|4262|4262|online|2013
3160|4719|3160|offline|2015
1835|3074|3074|offline|1989
2223|4476|2223|offline|1974
2286|1272|2286|online|1986
4418|3269|4418|offline|2011
2397|3497|3497|online|1991
1423|3351|1423|offline|1988
244|2821|244|online|1976
4128|2099|4128|offline|2005
4039|4132|4039|online|2006
1962|2205|1962|online|1991
2062|2968|2062|offline|1978
2003|1872|1872|online|1979
4959|5|4959|online|1994
1201|3436|3436|online|1997
2629|2055|2629|online|1999
127|2854|127|offline|1982
4801|420|4801|offline|2016
4326|3508|3508|offline|1986
2124|2177|2124|online|1984
96|4589|96|online|1995
3684|1420|3684|offline|1972
18|3065|3065|offline|1981
3463|276|3463|online|1997
1911|4321|4321|offline|2011
2191|637|637|offline|1994
4884|225|225|offline|1996
251|1892|1892|offline|2014
3572|2392|2392|online|2006
2493|3142|2493|offline|2001
1478|39|39|online|1991
4333|4048|4333|online|2016
1886|4162|1886|offline|1973
582|2613|582|online|1996
1425|1401|1425|offline|2009
3210|4083|3210|offline|1995
774|1334|774|online|2007
2661|2628|2661|offline|1993
3404|4946|3404|online|2016
2574|3041|2574|offline|1982
2571|401|401|offline|2014
2298|3444|2298|offline|1976
1102|3165|3165|online|1974
926|2074|926|offline|1975
299|2429|2429|online|2016
1042|3620|3620|online|2013
3011|2231|3011|online|2017
2198|566|2198|online|1995
2460|3395|3395|online|2015
4551|4646|4646|online|2002
1205|2177|1205|offline|2006
2030|3878|2030|online|1987
4540|1382|1382|online|2020
4735|928|928|offline|2011
3787|2226|3787|online|2016
2667|3062|3062|online|1994
3748|4688|4688|online|1978
3572|590|3572|offline|1988
1314|4106|1314|offline|1985
2544|1487|1487|offline|1970
1636|3431|3431|online|1996
4284|2965|2965|online|1998
872|1609|1609|offline|1985
3652|4710|3652|online|2012
1680|1063|1063|offline|2001
1740|2498|1740|offline|2004
2018|4203|2018|online|1975
4981|3348|4981|offline|1992
432|3734|3734|online|2014
4681|4475|4681|online|1974
1782|31|31|offline|1975
3620|2438|3620|offline|2018
744|2514|744|online|1973
3289|4498|4498|offline|2020
4412|486|4412|offline|1990
213|248|248|online|2000
3093|2498|2498|offline|2000
1702|2660|2660|offline|1990
671|4309|4309|online|1996
2303|3736|3736|offline|2004
2274|2609|2274|offline|1971
2814|3109|3109|offline|1976
4499|4854|4854|offline|1975
1618|4467|1618|online|1978
2843|535|535|online|1994
2154|3572|2154|offline|1996
172|2893|172|offline|1985
1299|1805|1299|online|2011
3106|2823|2823|offline|2020
2442|3362|2442|offline|1975
1750|4531|4531|offline|1986
1235|3370|1235|online|1986
4477|678|4477|online|1997
2901|4323|4323|offline|1974
792|1167|792|offline|1979
2953|1796|2953|offline|1979
4558|2709|4558|offline|1977
3811|279|3811|online|2006
3314|2030|2030|offline|2003
2649|1361|2649|offline|2005
4488|288|288|online|1994
1772|2178|2178|online|2018
3672|4472|4472|offline|2004
376|3591|376|offline|1975
2341|4406|2341|offline|2004
47|3355|47|online|1978
842|1776|1776|online|1984
1498|1766|1766|online|1976
3007|4906|3007|online|2010
88|1875|1875|online|1993
2176|209|2176|offline|2003
3133|1833|1833|offline|1995
4119|2424|4119|offline|1977
3606|4698|4698|offline|2000
2054|3188|2054|online|2007
1418|1943|1418|offline|1971
4360|4806|4806|offline|2010
2465|2306|2465|offline|2009
1091|2225|1091|offline|1992
3865|4027|4027|online|2008
3787|3740|3740|offline|1975
4540|3597|3597|offline|2007
1934|974|974|online|2011
2532|2885|2532|online|1985
2187|3237|3237|offline|1990
4389|2897|4389|online|2021
3481|2964|2964|offline|1975
4507|2241|2241|online|2010
2220|559|2220|offline|1989
4924|1435|1435|online|2011
2085|1279|2085|online|2018
4182|3369|3369|online|1990
4411|1116|1116|offline|2020
4401|2735|2735|online|1998
2634|3052|2634|offline|2010
3687|4325|3687|online|2019
2022|287|287|offline|2020
1610|890|890|online|1985
1587|4016|1587|online|1983
3885|1358|3885|offline|1994
3951|2307|2307|online|2003
4883|1197|4883|online|2001
1360|2147|2147|offline|1979
427|196|196|online|1995
3336|2847|3336|offline|1991
318|1546|1546|online|2002
4095|874|874|offline|1976
4598|1950|1950|offline|1981
1947|2127|1947|online|2018
4555|2915|4555|offline|2005
3402|2245|3402|online|2018
111|596|596|online|2010
4141|2275|4141|offline|1996
299|3982|299|online|1989
201|1448|201|offline|1970
1941|138|138|online|2010
4760|502|4760|online|1994
2252|3421|3421|online|2003
1920|1597|1597|offline|1982
1898|3008|3008|online|1980
2672|278|2672|online|2000
2276|464|464|offline|1981
2243|3106|2243|online|2005
3684|4440|4440|offline|1973
3121|957|957|online|2013
2668|1238|1238|online|2018
2931|4003|4003|online|2013
4208|1604|4208|offline|1972
4208|898|4208|offline|1978
164|1023|1023|online|1978
3463|2641|3463|offline|2000
1525|1678|1678|online|1977
3779|1046|1046|online|2005
2402|2064|2064|online|1989
1856|2403|2403|online|2002
3903|3444|3903|online|1981
2210|4838|2210|online|1976
1785|4742|4742|offline|1993
3013|1670|3013|online|2003
526|169|526|offline|2008
3406|446|446|offline|1990
4237|1463|1463|offline|1993
678|4854|678|offline|2007
4940|4499|4499|online|2015
3908|2204|2204|offline|2003
1660|4858|1660|offline|2015
1553|4075|4075|online|2020
4665|3951|3951|offline|2007
2299|1863|1863|offline|1974
3816|2658|2658|online|1990
3099|2889|3099|online|2011
735|1673|735|online|2002
1174|3551|3551|offline|2008
384|55|384|online|2001
4065|1032|1032|online|2011
4938|3129|4938|offline|2019
3890|3119|3119|offline|1988
2984|2392|2984|offline|1981
4967|3937|4967|offline|1998
3393|518|518|offline|1986
3134|217|3134|online|1987
4810|722|4810|online|1978
1168|1825|1168|online|2005
402|1772|402|offline|2012
3341|2729|3341|online|1999
1463|3332|3332|offline|2011
1796|3316|3316|online|1975
2691|2792|2792|offline|1989
57|3672|3672|online|2018
4330|4866|4330|online|2012
3559|3140|3559|offline|2003
17|1730|17|offline|2017
684|1709|1709|offline|1986
3617|4341|3617|offline|1981
1372|417|417|online|1971
2625|4616|4616|online|1989
1718|4840|4840|online|1986
615|1845|615|offline|2000
1026|2198|1026|online|1975
3449|60|3449|offline|2017
442|729|729|online|1984
1990|2462|2462|online|1973
4767|3653|4767|offline|1996
4867|3943|4867|online|1974
4775|2371|2371|online|1993
3761|583|583|offline|1971
23|1202|23|offline|1991
3274|4253|4253|online|1976
3252|1673|1673|offline|2007
2579|819|2579|online|1988
2223|926|926|offline|1999
4119|3848|3848|offline|1998
2775|2431|2431|offline|2000
996|3277|996|offline|1997
1787|3821|1787|online|1975
495|2628|495|offline|2017
1445|4401|1445|online|1982
2972|4616|2972|offline|1972
1377|2636|2636|online|2007
4005|2299|4005|offline|2009
679|1340|679|offline|1987
1339|62|1339|offline|1978
2613|3248|3248|online|2009
2665|1139|2665|offline|2011
1313|4914|4914|online|2003
3977|1257|1257|online|1992
2141|3632|3632|online|2011
3926|4461|3926|offline|1979
1935|533|533|online|1980
2429|3046|3046|online|2003
4391|1900|4391|online|1986
1671|2248|2248|offline|1981
1846|2011|2011|online|1983
1789|3663|3663|online|2006
2718|4244|2718|online|1978
1814|1165|1814|offline|2005
746|1563|746|offline|1985
1872|3943|3943|online|1987
4387|3736|3736|online|2013
1562|2831|2831|online|2001
4074|4671|4074|offline|1981
3952|4604|3952|online|1985
1337|4175|4175|offline|1978
3810|3861|3861|online|1978
1532|1614|1532|online|2008
4858|3382|4858|offline|1993
1540|315|315|online|1974
3267|4011|3267|offline|1975
3736|3242|3736|offline|1990
4702|583|583|offline|2017
1433|3129|3129|offline|2020
4331|1165|1165|online|1983
4728|140|4728|online|2020
78|4819|78|online|2003
670|3503|3503|online|1993
2228|128|128|online|1994
1387|580|1387|offline|1987
770|646|770|offline|1986
819|3120|3120|online|1999
4076|1221|4076|offline|1994
2|4660|2|online|2015
1775|1047|1047|offline|1977
3736|2799|2799|online|2003
2973|2155|2973|online|1986
4184|3909|4184|offline|2019
3430|3090|3090|online|1986
1098|3628|1098|online|2010
148|3037|148|online|2002
4977|3022|3022|online|2006
3138|854|3138|online|1973
4870|4476|4476|offline|2014
863|1805|863|online|1974
3474|4407|4407|offline|2014
905|3603|3603|online|2021
2182|4467|2182|online|1980
3070|4401|3070|offline|2015
4802|1774|1774|online|1983
3690|3201|3201|online|2012
374|1071|374|online|1974
1364|2175|2175|offline|1999
3906|2827|3906|offline|2011
4675|4220|4220|online|1998
3236|2750|2750|offline|1974
2038|3569|3569|online|1979
1505|541|1505|online|1988
2419|4010|2419|online|2008
2315|869|2315|online|2014
1401|412|1401|offline|1990
3688|95|3688|online|1970
2740|2668|2668|online|2010
1707|626|626|offline|2013
3626|2608|2608|offline|1984
4920|2606|4920|offline|1976
3861|771|771|offline|2003
3933|1035|1035|offline|1981
64|1508|1508|offline|2015
1296|1010|1010|online|2013
2568|4680|4680|online|2011
1433|4059|4059|offline|2004
4232|4122|4232|offline|1978
1495|508|508|offline|2012
1631|3552|1631|online|1978
4985|4288|4288|offline|2003
4385|2780|2780|online|1993
1096|2939|1096|online|2019
1063|4826|4826|online|2006
926|3961|926|offline|2020
4192|3167|3167|online|1982
3058|3215|3058|offline|2016
3812|3859|3812|offline|2021
477|3720|477|offline|1999
66|712|66|offline|1981
1723|2503|2503|online|2002
4850|3446|3446|offline|1992
2530|3631|3631|offline|2016
822|607|822|online|1993
3456|3664|3664|offline|2000
459|2008|459|online|2015
1319|3350|1319|online|2021
3246|1008|3246|online|1999
185|3530|3530|offline|1992
4573|3216|3216|offline|1980
1446|1702|1446|online|1976
1329|2574|1329|online|2005
2651|2852|2651|online|2011
2300|3336|3336|offline|1982
136|3610|3610|online|1984
3912|4431|3912|offline|1999
3761|27|27|offline|1985
725|879|725|offline|2013
3007|1488|1488|offline|1995
2199|1325|2199|offline|2020
1690|564|1690|online|2007
4005|1910|4005|offline|1972
170|1830|170|offline|2006
3100|3112|3100|online|1975
425|100|100|online|1980
965|3540|965|offline|1988
3354|4479|4479|online|1981
214|4305|214|online|1974
248|2172|2172|offline|2014
2600|639|2600|online|1986
2950|639|2950|online|1974
751|634|634|offline|2013
901|2156|2156|offline|1988
779|4226|4226|online|2006
2411|3492|2411|online|2011
2902|1714|2902|online|1981
757|4534|4534|offline|2008
901|525|901|online|2009
2976|3681|3681|offline|2018
377|2240|377|offline|2016
938|2407|2407|online|1975
3293|2434|2434|offline|2005
1364|4788|4788|offline|2014
448|4280|448|offline|1982
4127|3202|3202|online|2020
1659|3806|1659|online|2012
444|4324|4324|online|2010
3305|3225|3305|offline|1984
1846|55|1846|offline|1984
3150|1673|3150|offline|1990
1157|559|559|offline|2002
1173|1491|1173|online|1981
2363|304|2363|offline|1999
2998|3872|3872|online|2016
1568|2316|1568|offline|2002
3966|3037|3966|online|1992
1736|468|1736|offline|1997
441|1295|441|offline|2014
2773|1394|1394|offline|2019
4727|3935|3935|online|2003
2458|1016|2458|offline|2017
4235|4838|4235|offline|1982
633|4048|4048|online|1992
2113|2146|2146|online|1995
